City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
347,Vestmannaeyjar,IS,63.4427,-20.2734,49.19,93,75,10.36,mist
348,Los Corrales De Buelna,ES,43.2636,-4.0726,80.94,70,3,5.01,clear sky
349,Chake Chake,TZ,-5.2459,39.7666,80.82,75,3,11.7,clear sky
350,Stawell,AU,-37.05,142.7667,51.33,82,45,9.53,scattered clouds
351,Northam,GB,51.0333,-4.2167,67.66,84,100,18.28,overcast clouds
352,Biharamulo,TZ,-2.6319,31.3089,69.98,81,51,3.22,moderate rain
353,Kenora,CA,49.8167,-94.4337,50.97,66,75,14.97,broken clouds
354,Olafsvik,IS,64.8945,-23.7142,45.14,96,100,14.09,overcast clouds
355,Mondovi,IT,44.396,7.8176,77.47,79,96,4.68,overcast clouds
356,Port Hedland,AU,-20.3167,118.5667,78.85,53,100,4.61,overcast clouds
357,Mariinskiy Posad,RU,56.115,47.718,58.14,59,90,7.09,overcast clouds
358,Naron,ES,43.5167,-8.1528,69.6,56,100,13.06,overcast clouds
359,Sungaipenuh,ID,-2.0833,101.3833,67.78,98,68,0.89,moderate rain
360,Alekseyevskaya,RU,50.2896,42.1845,60.82,59,55,13.65,light rain
361,Sholapur,IN,17.6833,75.9167,103.28,18,56,11.14,broken clouds
362,Tripoli,LY,32.8752,13.1875,80.4,37,1,8.9,clear sky
363,Pevek,RU,69.7008,170.3133,17.44,92,100,3.18,overcast clouds
364,Voznesenye,RU,61.0106,35.4781,42.55,85,94,3.6,overcast clouds
365,Obo,CF,5.3998,26.4869,89.6,44,45,4.29,scattered clouds
366,Daru,PG,-9.0763,143.2092,77.7,79,4,5.41,clear sky
367,Prescott,US,34.54,-112.4685,67.33,23,14,2.8,few clouds
368,Sunndalsora,NO,62.6754,8.5515,42.78,100,100,4.99,overcast clouds
369,Baracoa,CU,20.3467,-74.4958,82.44,69,82,2.37,broken clouds
370,Kapelle,FR,50.9998,2.3585,81.1,47,100,11.74,overcast clouds
371,Taoudenni,ML,22.6783,-3.9836,105.73,4,10,22.95,clear sky
372,Sarkand,KZ,45.41,79.9186,56.8,73,100,5.93,overcast clouds
373,Sobolevo,RU,54.4299,31.8996,52.86,73,68,15.1,light rain
374,Mouila,GA,-1.8685,11.0559,91.31,66,40,2.46,scattered clouds
375,Newburgh,US,41.5034,-74.0104,71.38,89,100,6.91,overcast clouds
376,Bayji,IQ,34.9311,43.487,99.1,12,87,3.98,overcast clouds
377,Duluth,US,46.7833,-92.1066,62.65,45,0,13.8,clear sky
378,Pangnirtung,CA,66.1451,-65.7125,22.55,76,5,1.1,clear sky
379,Petrovsk,RU,52.3064,45.3917,56.5,65,84,10.69,broken clouds
380,Mendi,PG,-6.1761,143.6513,56.28,98,100,1.21,overcast clouds
381,Walvis Bay,NA,-22.9575,14.5053,73.53,41,0,10.47,clear sky
382,Banganapalle,IN,15.3167,78.2333,99.34,32,50,9.44,scattered clouds
383,Port Shepstone,ZA,-30.7414,30.455,69.28,76,9,4.54,clear sky
384,Thiruvananthapuram,IN,8.4833,76.9167,78.84,87,100,10.67,overcast clouds
385,Lukiv,UA,51.0521,25.4006,64.18,51,72,11.43,broken clouds
386,Port Moresby,PG,-9.4431,147.1797,72.82,100,100,3.44,overcast clouds
387,Bowen,AU,-20.0167,148.2333,73.62,81,69,4.0,broken clouds
388,Matara,LK,5.9485,80.5353,78.94,88,88,9.22,overcast clouds
389,Biak,ID,-0.9131,122.8766,78.33,85,93,2.35,overcast clouds
390,Otane,NZ,-39.8833,176.6333,58.01,99,100,3.47,overcast clouds
391,Aswan,EG,24.0934,32.907,105.3,12,0,15.14,clear sky
392,Abha,SA,18.2164,42.5053,82.65,5,0,14.97,clear sky
393,Batagay,RU,67.6333,134.6333,19.81,93,93,4.32,overcast clouds
394,Hualmay,PE,-11.0964,-77.6139,65.05,76,50,5.97,scattered clouds
395,Yanji,CN,42.9075,129.5078,49.77,71,76,3.91,broken clouds
396,Sidi Ali,DZ,36.0998,0.4206,71.58,65,19,7.61,few clouds
397,Murcia,ES,38.0,-1.5,82.76,27,100,12.64,overcast clouds
398,Mar Del Plata,AR,-38.0023,-57.5575,52.95,71,75,13.8,broken clouds
399,Bonfim,BR,3.0833,-59.95,84.92,63,96,5.82,overcast clouds
400,Bambous Virieux,MU,-20.3428,57.7575,75.45,78,40,3.44,light rain
401,Toccoa,US,34.5773,-83.3324,76.39,76,0,0.0,clear sky
402,Aykhal,RU,66.0,111.5,36.23,93,100,3.53,overcast clouds
403,Lazaro Cardenas,MX,17.9583,-102.2,80.91,69,79,2.06,broken clouds
404,Byron Bay,AU,-28.65,153.6167,71.71,94,23,4.61,few clouds
405,Strangnas,SE,59.3774,17.0312,63.28,29,100,11.25,overcast clouds
406,Kloulklubed,PW,7.0419,134.2556,83.77,71,24,4.5,few clouds
407,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,83.61,75,100,3.42,light rain
408,Registro,BR,-24.4875,-47.8436,77.86,63,30,4.92,scattered clouds
409,Ayan,RU,56.45,138.1667,32.83,93,100,7.54,overcast clouds
410,Port Augusta,AU,-32.5,137.7667,58.46,69,0,4.74,clear sky
411,Sorland,NO,67.667,12.6934,42.66,81,100,19.57,overcast clouds
412,Mount Isa,AU,-20.7333,139.5,64.17,72,0,5.75,light rain
413,Tarandacuao,MX,20.0,-100.5333,67.33,51,9,1.61,clear sky
414,Severnyy,RU,50.677,36.5532,59.04,51,0,15.66,clear sky
415,Roebourne,AU,-20.7833,117.1333,77.5,66,0,7.27,clear sky
416,Russell,US,32.3502,-85.1999,78.4,78,0,4.61,clear sky
417,Thompson,CA,55.7435,-97.8558,33.96,93,100,11.5,mist
418,Vilaka,LV,57.1846,27.6722,58.48,37,100,13.53,overcast clouds
419,Jimo,CN,36.3897,120.4622,58.78,67,0,6.71,clear sky
420,Road Town,VG,18.4167,-64.6167,84.29,78,40,10.36,scattered clouds
421,Anadyr,RU,64.75,177.4833,34.3,93,0,8.95,clear sky
422,Malartic,CA,48.1335,-78.1328,66.31,77,99,6.62,overcast clouds
423,Etchoropo,MX,26.7667,-109.6667,75.85,49,3,10.07,clear sky
424,Coihaique,CL,-45.5752,-72.0662,29.01,93,100,0.0,fog
425,Wuwei,CN,37.9281,102.6414,51.24,19,25,2.21,scattered clouds
426,Itarema,BR,-2.9248,-39.9167,82.81,77,100,13.98,overcast clouds
427,Muncar,ID,-8.4333,114.3333,77.63,84,85,1.34,overcast clouds
428,Lagoa,PT,39.05,-27.9833,59.63,69,86,21.39,light rain
429,Rio Cuarto,AR,-33.1307,-64.3499,54.34,62,0,6.91,clear sky
430,Bandarbeyla,SO,9.4942,50.8122,84.81,72,11,24.83,few clouds
431,San Cristobal,VE,7.7669,-72.225,80.78,57,97,7.11,overcast clouds
432,Yulara,AU,-25.2406,130.9889,61.48,54,0,8.97,clear sky
433,Lago Da Pedra,BR,-4.3333,-45.1667,83.73,76,92,5.77,overcast clouds
434,Cockburn Town,TC,21.4612,-71.1419,79.09,80,95,19.98,overcast clouds
435,Galbshtadt,RU,53.2264,78.9845,67.71,42,69,8.23,broken clouds
436,Shemysheyka,RU,52.892,45.3928,56.62,72,76,8.75,light rain
437,Takoradi,GH,4.8845,-1.7554,85.41,68,37,9.13,scattered clouds
438,Zhezkazgan,KZ,47.8043,67.7144,71.58,40,40,6.71,scattered clouds
439,Alta Floresta,BR,-9.8756,-56.0861,87.62,70,0,2.3,clear sky
440,Kenai,US,60.5544,-151.2583,37.15,96,0,3.44,clear sky
441,Yatou,CN,37.15,122.3833,53.67,76,32,9.93,scattered clouds
442,Karimganj,IN,24.8667,92.35,74.17,97,88,5.17,overcast clouds
443,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,67,75,16.96,broken clouds
444,Kisesa,TZ,-3.0833,34.15,74.46,58,93,3.58,light rain
445,Kahului,US,20.8947,-156.47,74.84,76,20,8.01,few clouds
446,Guiratinga,BR,-16.3494,-53.7583,87.08,40,10,4.81,clear sky
447,Tikhvin,RU,59.6451,33.5294,55.22,78,97,11.77,light rain
448,Huamachuco,PE,-7.8,-78.0667,55.42,74,25,4.38,scattered clouds
449,Porto Novo,BJ,6.4965,2.6036,89.42,56,35,10.58,scattered clouds
450,Tieli,CN,46.95,128.05,42.03,43,12,1.45,few clouds
451,Gorontalo,ID,0.5412,123.0595,77.47,96,86,1.7,overcast clouds
452,Riyadh,SA,24.6877,46.7219,96.94,4,0,15.21,clear sky
453,Wladyslawowo,PL,54.7909,18.4009,63.01,72,9,13.96,clear sky
454,Tilichiki,RU,60.4667,166.1,32.49,96,100,4.59,overcast clouds
455,Carutapera,BR,-1.195,-46.02,82.99,81,100,9.82,overcast clouds
456,Lumeje,AO,-11.55,20.7833,82.08,26,66,8.43,broken clouds
457,The Valley,AI,18.217,-63.0578,84.06,74,75,11.5,broken clouds
458,Narsaq,GL,60.9167,-46.05,44.82,52,26,5.64,scattered clouds
459,Nerchinskiy Zavod,RU,51.3088,119.61,44.4,47,63,3.44,broken clouds
460,Nantucket,US,41.2835,-70.0995,64.51,94,100,10.36,fog
461,Camacha,PT,33.0833,-16.3333,69.22,68,20,13.8,few clouds
462,Jacareacanga,BR,-6.2222,-57.7528,85.93,67,100,3.6,overcast clouds
463,Les Escoumins,CA,48.1111,-69.0236,42.15,75,100,5.79,overcast clouds
464,Esperance,AU,-33.8667,121.9,53.44,69,100,8.16,overcast clouds
465,Lompoc,US,34.6391,-120.4579,56.62,93,100,11.5,mist
466,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,81.72,88,79,3.8,heavy intensity rain
467,Salekhard,RU,66.53,66.6019,47.98,88,100,5.5,light rain
468,Derzhavinsk,KZ,51.1,66.3167,63.79,62,100,12.57,light rain
469,Meadow Lake,US,34.8014,-106.5436,75.4,12,0,2.82,clear sky
470,Boromo,BF,11.75,-2.9333,105.85,18,83,3.06,broken clouds
471,Vilyuysk,RU,63.7553,121.6247,26.08,88,38,4.47,scattered clouds
472,Dali,CN,25.7,100.1833,61.38,90,64,1.5,broken clouds
473,Hervey Bay,AU,-25.2986,152.8535,71.02,94,60,3.0,broken clouds
474,Chornobay,UA,49.6708,32.3239,61.0,57,40,16.46,scattered clouds
475,Talnakh,RU,69.4865,88.3972,37.33,100,100,10.33,overcast clouds
476,Muros,ES,42.7762,-9.0603,67.15,77,100,19.22,overcast clouds
477,Banda Aceh,ID,5.5577,95.3222,82.63,80,63,12.26,broken clouds
478,Rundu,NA,-17.9333,19.7667,84.25,18,6,7.11,clear sky
479,Chardara,KZ,41.2547,67.9692,76.95,38,0,3.02,clear sky
480,Umm Lajj,SA,25.0213,37.2685,86.52,52,0,8.03,clear sky
481,Oksfjord,NO,70.2396,22.3479,42.87,99,100,2.33,light rain
482,Moree,AU,-29.4667,149.85,66.58,86,55,6.13,broken clouds
483,La Asuncion,VE,11.0333,-63.8628,83.93,70,61,19.57,broken clouds
484,Havelock,US,34.8791,-76.9013,80.98,75,0,6.91,clear sky
485,Taltal,CL,-25.4,-70.4833,62.65,70,23,3.65,few clouds
486,Mizan Teferi,ET,6.9833,35.5833,72.01,81,100,0.69,light rain
487,Sfantu Gheorghe,RO,45.8667,25.7833,72.82,48,88,10.09,overcast clouds
488,Saint-Louis,SN,16.3333,-15.0,112.33,6,37,20.94,scattered clouds
489,Powell River,CA,49.8496,-124.5361,51.44,100,100,8.05,mist
490,Drolshagen,DE,51.0167,7.7667,78.55,36,49,1.01,scattered clouds
491,Zlobin,HR,45.2924,14.6541,76.3,32,0,4.61,clear sky
492,Gazanjyk,TM,39.2446,55.5154,88.21,11,0,9.91,clear sky
493,Goure,NE,13.9835,10.2704,102.02,6,99,17.31,overcast clouds
494,Turbe,BA,44.2436,17.5714,73.53,41,11,4.05,few clouds
495,Anito,PH,12.4497,125.2886,77.58,91,100,5.88,overcast clouds
496,Mumbwa,ZM,-14.9783,27.0619,76.03,28,2,8.1,clear sky
497,Kon Tum,VN,14.35,108.0,72.82,97,100,2.21,overcast clouds
498,Shenkursk,RU,62.1091,42.896,55.76,74,100,1.95,light rain
499,Itaquyry,PY,-24.9333,-55.2167,62.89,97,100,3.74,overcast clouds
500,Ewa Beach,US,21.3156,-158.0072,74.08,75,0,11.5,clear sky
501,Kaizuka,JP,34.45,135.35,62.22,77,100,5.75,overcast clouds
502,Misratah,LY,32.3754,15.0925,80.56,41,0,6.73,clear sky
503,Pegnitz,DE,49.7564,11.545,78.42,35,49,3.76,scattered clouds
504,Hofn,IS,64.2539,-15.2082,50.02,87,100,6.91,overcast clouds
505,San Francisco,US,37.7749,-122.4194,59.43,92,40,13.8,scattered clouds
506,Dukat,RU,62.55,155.55,31.53,97,100,4.27,overcast clouds
507,Verkhnevilyuysk,RU,63.4453,120.3167,33.26,72,69,4.88,broken clouds
508,Den Helder,NL,52.9599,4.7593,73.96,64,100,17.27,overcast clouds
509,Siuna,NI,13.7332,-84.7773,80.78,70,23,4.43,few clouds
510,Sitka,US,57.0531,-135.33,46.29,71,100,0.0,overcast clouds
511,Boali,CF,4.8005,18.1275,94.5,37,44,4.12,scattered clouds
512,Faya,SA,18.3851,42.4509,82.92,10,0,14.16,clear sky
513,Baruun-Urt,MN,46.6806,113.2792,53.58,33,94,5.1,overcast clouds
514,Shyryayeve,UA,47.3805,30.1964,66.13,49,95,14.45,overcast clouds
515,Kabare,CD,-2.4683,28.8242,72.25,76,87,3.06,light rain
516,Jaisalmer,IN,26.9147,70.9181,100.98,11,0,20.15,clear sky
517,Itoman,JP,26.1247,127.6694,68.4,83,100,10.36,overcast clouds
518,Monrovia,LR,6.3005,-10.7969,85.77,73,88,6.44,light rain
519,Lalganj,IN,25.8667,85.1833,89.55,32,0,15.93,clear sky
520,Vila,PT,42.0304,-8.1588,58.69,71,100,10.92,overcast clouds
521,Selimpasa,TR,41.0558,28.379,75.29,63,21,9.06,few clouds
522,Ayagoz,KZ,47.9714,80.4392,57.4,79,95,9.57,overcast clouds
523,Teya,RU,60.3778,92.6267,57.61,76,31,2.26,scattered clouds
524,Nelson Bay,AU,-32.7167,152.15,70.0,98,83,9.1,broken clouds
525,Wajir,KE,1.7471,40.0573,92.84,34,38,6.93,scattered clouds
526,Pechenga,RU,69.5259,31.1703,52.99,66,26,6.49,scattered clouds
527,Awbari,LY,26.5921,12.7805,86.92,10,0,10.09,clear sky
528,Breznice,CZ,49.5576,13.9506,75.94,41,2,5.17,clear sky
529,Marsa Matruh,EG,31.3525,27.2453,70.79,67,0,13.91,clear sky
530,Belmonte,BR,-15.8631,-38.8828,76.91,81,100,9.06,overcast clouds
531,Dongsheng,CN,39.8161,109.9776,54.46,17,4,8.12,clear sky
532,Padang,ID,-0.9492,100.3543,78.85,89,32,3.69,light rain
533,Cap Malheureux,MU,-19.9842,57.6142,74.46,74,18,5.99,few clouds
534,Candido Mendes,BR,-1.4467,-45.7167,84.74,73,100,7.87,overcast clouds
535,Kirakira,SB,-10.4544,161.9205,78.24,86,86,4.79,overcast clouds
536,Kedrovyy,RU,56.1667,91.8167,64.87,41,25,2.8,scattered clouds
537,Joshimath,IN,30.5667,79.5667,70.3,36,94,3.15,overcast clouds
538,Sandur,IN,15.1,76.55,92.16,37,93,7.67,overcast clouds
539,Krasnoye,UA,49.9145,24.6134,62.58,53,25,14.92,scattered clouds
540,Mansar,IN,21.4,79.25,105.53,15,94,3.31,overcast clouds
541,Tual,ID,-5.6667,132.75,83.88,70,100,5.99,overcast clouds
542,Dingli,MT,35.8614,14.3822,68.25,60,8,7.43,clear sky
543,Kamakwie,SL,9.5,-12.2333,103.21,28,56,3.67,broken clouds
544,Dryden,CA,49.7833,-92.7503,44.89,81,100,17.27,overcast clouds
545,San Juan,AR,-31.5375,-68.5364,51.48,48,100,6.11,overcast clouds
546,Forte Dei Marmi,IT,43.9648,10.1724,80.98,67,45,5.08,scattered clouds
547,Karasburg,NA,-28.0167,18.75,78.3,11,0,10.94,clear sky
548,Rosarito,MX,32.3333,-117.0333,73.42,63,100,4.09,overcast clouds
549,Nassau,US,40.7507,-73.5829,67.66,83,100,5.75,overcast clouds
550,Saint-Augustin,CA,51.226,-58.6502,43.16,57,71,4.92,broken clouds
551,Rocha,UY,-34.4833,-54.3333,58.66,51,97,12.77,overcast clouds
552,Sunggal,ID,3.5765,98.6151,84.18,89,40,6.91,scattered clouds
553,Kristiinankaupunki,FI,62.2743,21.376,47.52,58,8,12.84,clear sky
554,Tamworth,GB,52.634,-1.6959,67.82,70,100,7.0,overcast clouds
555,Boa Vista,BR,2.8197,-60.6733,84.18,70,75,9.22,broken clouds
556,Macapa,BR,0.0389,-51.0664,80.58,94,100,5.75,moderate rain
557,Margate,GB,51.3813,1.3862,70.11,74,98,13.8,overcast clouds
558,Santeramo In Colle,IT,40.793,16.7553,78.57,43,20,6.91,few clouds
559,Inirida,CO,3.8653,-67.9239,82.96,79,100,1.34,overcast clouds
560,Darnah,LY,32.767,22.6367,70.5,64,0,18.5,clear sky
561,Vaitape,PF,-16.5167,-151.75,80.49,62,12,8.63,few clouds
562,Maragogi,BR,-9.0122,-35.2225,83.5,69,86,9.98,overcast clouds
563,Linqiong,CN,30.4159,103.4609,60.62,82,34,2.53,scattered clouds
564,Doha,QA,25.2867,51.5333,95.31,25,0,6.91,clear sky
565,Springbok,ZA,-29.6643,17.8865,74.97,9,0,17.47,clear sky
566,Luanda,AO,-8.8368,13.2343,79.86,74,9,9.91,clear sky
567,Twentynine Palms,US,34.1356,-116.0542,80.98,13,1,2.66,clear sky
568,Papetoai,PF,-17.4961,-149.8729,74.55,75,34,9.98,light rain
569,Inhuma,BR,-6.6683,-41.7078,85.77,51,99,7.9,overcast clouds
570,Zharkent,KZ,44.1628,80.0,64.74,60,100,12.26,overcast clouds
571,Rio Gallegos,AR,-51.6226,-69.2181,42.85,81,0,12.66,clear sky
572,Hoquiam,US,46.9809,-123.8893,53.01,97,100,6.91,light rain
573,Caravelas,BR,-17.7125,-39.2481,81.05,54,63,7.7,broken clouds
574,Bodaybo,RU,57.8506,114.1933,41.83,93,82,3.29,broken clouds
575,Nouadhibou,MR,20.931,-17.0347,87.78,42,100,12.66,overcast clouds
576,Thinadhoo,MV,0.5333,72.9333,84.36,70,68,14.58,broken clouds
577,Dinghai,CN,26.2847,119.7936,56.32,84,100,21.52,light rain
578,Severnoye,RU,56.3491,78.3619,64.67,48,80,8.39,broken clouds
579,Dois Vizinhos,BR,-25.7336,-53.0572,60.19,97,100,3.18,overcast clouds
580,Shetpe,KZ,44.1667,52.1167,76.32,28,4,9.69,clear sky
581,Vanavara,RU,60.34,102.2797,56.95,53,87,5.26,overcast clouds
582,Gabu,GW,12.2833,-14.2167,108.25,13,0,7.0,clear sky
583,Digha,IN,21.6833,87.55,87.04,75,74,23.47,broken clouds
584,Mantenopolis,BR,-18.8625,-41.1228,74.84,66,76,4.94,broken clouds
585,Waitati,NZ,-45.75,170.5667,48.79,92,72,5.55,broken clouds
586,Bodden Town,KY,19.2833,-81.25,81.0,81,40,9.22,scattered clouds
587,Bowling Green,US,36.9903,-86.4436,71.53,68,0,0.0,clear sky
588,Atambua,ID,-9.1061,124.8925,73.85,90,81,4.12,broken clouds
589,Pangody,RU,65.85,74.4859,45.46,88,56,8.97,broken clouds
590,Manaure,CO,11.7751,-72.4445,85.48,66,72,17.22,broken clouds
591,Williamstown,US,39.6862,-74.9952,70.32,89,100,1.99,overcast clouds
592,Lujiang,CN,31.2581,117.2817,64.02,55,100,5.37,overcast clouds
593,Jiwani,PK,25.05,61.7417,84.94,73,0,15.61,clear sky
594,Diffa,NE,13.3154,12.6113,103.95,9,78,14.72,broken clouds
595,Shingu,JP,33.7333,135.9833,58.46,86,100,3.4,moderate rain
596,Pingzhuang,CN,42.0372,119.2889,56.91,40,99,4.32,overcast clouds
597,Paramonga,PE,-10.6667,-77.8333,64.4,80,76,6.04,broken clouds
598,Shirokiy,RU,49.758,129.523,42.62,59,96,9.51,overcast clouds
599,Almeirim,BR,-1.5233,-52.5817,78.93,92,100,5.32,overcast clouds
600,Shantipur,IN,23.25,88.4667,88.07,64,100,21.79,overcast clouds
601,Council Bluffs,US,41.2619,-95.8608,63.41,71,100,8.05,overcast clouds
602,Oktyabrskiy,RU,54.4815,53.471,60.31,64,48,7.67,light rain
603,Morondava,MG,-20.2833,44.2833,80.64,59,26,10.74,scattered clouds
604,Swellendam,ZA,-34.0226,20.4417,74.7,29,0,2.77,clear sky
605,Dukhovnitskoye,RU,52.4828,48.2137,52.97,83,100,9.89,light rain
606,Mangaratiba,BR,-22.9597,-44.0406,72.46,86,100,7.49,light rain
607,Puro,PH,12.4841,123.3827,82.31,75,98,6.4,overcast clouds
608,Gedo,ET,9.0167,37.45,79.74,12,38,9.82,scattered clouds
609,Waiuku,NZ,-37.25,174.75,66.25,88,100,9.4,overcast clouds
610,Mehamn,NO,71.0357,27.8492,40.91,81,84,11.65,broken clouds
611,Shimoda,JP,34.6667,138.95,57.11,84,100,0.92,moderate rain
612,Camabatela,AO,-8.1881,15.375,80.1,42,58,5.82,broken clouds
613,Markova,UA,48.6758,24.4138,61.93,58,66,9.89,broken clouds
614,Virginia Beach,US,36.8529,-75.978,75.02,87,37,4.92,scattered clouds
615,Sesimbra,PT,38.4445,-9.1015,72.32,75,62,15.9,broken clouds
616,Rosario Oeste,BR,-14.8361,-56.4275,87.76,45,23,3.76,few clouds
617,Broken Hill,AU,-31.95,141.4333,57.61,44,0,7.14,clear sky
618,Buraydah,SA,26.326,43.975,98.2,7,0,14.2,clear sky
619,Mananara,MG,-16.1667,49.7667,75.25,69,0,8.19,clear sky
620,Neustrelitz,DE,53.3667,13.0833,65.32,48,69,6.29,broken clouds
621,Uzventis,LT,55.7803,22.6547,55.47,54,75,15.39,broken clouds
622,Mbandaka,CD,0.0487,18.2603,85.3,58,100,2.1,overcast clouds
623,Mahanoro,MG,-19.9,48.8,73.94,74,0,6.91,clear sky
624,Jutai,BR,-5.1833,-68.9,75.25,98,100,3.15,light rain
625,Turukhansk,RU,65.8167,87.9833,65.05,44,24,7.81,few clouds
626,Nazas,MX,25.2333,-104.1333,77.95,35,0,1.7,clear sky
627,Chegdomyn,RU,51.1167,133.0167,37.06,93,94,1.97,overcast clouds
628,Moerai,PF,-22.4333,-151.3333,78.51,80,100,15.21,light rain
629,Changping,CN,40.2186,116.2197,69.44,17,84,5.32,broken clouds
630,Saint-Joseph,RE,-21.3667,55.6167,73.78,73,23,11.21,few clouds
631,Gimli,CA,50.6336,-96.9907,44.62,70,83,11.5,broken clouds
632,Salinas,US,36.6777,-121.6555,56.71,87,100,5.75,mist
633,Orahovac,XK,42.3994,20.6547,78.66,45,35,2.57,scattered clouds
634,Boysun,UZ,38.2061,67.1986,67.32,50,69,4.16,broken clouds
635,Sarankhola,BD,22.3082,89.7897,83.97,77,91,8.14,overcast clouds
636,Ennis,IE,52.8436,-8.9864,67.93,56,40,12.66,scattered clouds
637,Saint-Francois,FR,46.4154,3.9054,82.67,39,69,8.05,light rain
638,Grand Gaube,MU,-20.0064,57.6608,75.6,74,23,5.99,few clouds
639,Bogotol,RU,56.2078,89.5342,66.88,52,89,16.51,light rain
640,Itaqui,BR,-29.1253,-56.5531,62.47,73,25,14.52,scattered clouds
641,Galesong,ID,-5.3166,119.3661,80.62,85,100,8.05,overcast clouds
642,Ola,RU,59.5833,151.2833,41.14,91,100,24.11,light rain
643,Manakara,MG,-22.1333,48.0167,72.23,72,0,5.32,clear sky
644,Tessalit,ML,20.1986,1.0114,105.91,5,0,8.77,clear sky
645,Aracati,BR,-4.5617,-37.7697,84.72,70,100,11.61,overcast clouds
646,Palencia,ES,42.4167,-4.5,71.92,47,63,19.53,broken clouds
647,Quime,BO,-16.9833,-67.2167,56.7,51,9,5.48,clear sky
648,Magadan,RU,59.5667,150.8,40.53,96,100,23.69,light rain
649,Andapa,MG,-14.65,49.65,70.32,76,23,3.65,few clouds
650,Vanderhoof,CA,54.0166,-124.0198,40.57,90,88,3.53,overcast clouds
651,Sembe,CG,1.6481,14.5806,87.37,53,98,1.48,overcast clouds
652,Hambantota,LK,6.1241,81.1185,81.25,78,98,14.7,moderate rain
653,Cartagena,CO,10.3997,-75.5144,87.42,74,40,3.44,scattered clouds
654,Sur,OM,22.5667,59.5289,85.78,54,0,2.86,clear sky
655,Dumas,US,35.8656,-101.9732,73.62,36,0,17.27,clear sky
656,Hutchinson,US,38.0608,-97.9298,66.72,86,75,12.66,broken clouds
657,Machinga,MW,-15.1685,35.3,74.32,49,71,3.0,broken clouds
658,Tambura,SS,5.6,27.4667,91.04,40,92,4.05,overcast clouds
659,Castenaso,IT,44.5089,11.4698,87.44,48,20,8.05,few clouds
660,Praia,CV,14.9215,-23.5087,88.34,40,0,27.63,clear sky
661,Chihuahua,MX,28.5,-106.0,63.43,20,7,3.85,clear sky
662,Rio Branco,BR,-9.9747,-67.81,83.01,94,40,4.61,scattered clouds
663,Jinchang,CN,38.4953,102.1739,55.67,14,4,3.09,clear sky
664,Korem,ET,12.5058,39.5228,74.26,20,0,12.06,clear sky
665,Ouadda,CF,8.0777,22.4007,85.66,44,78,7.58,broken clouds
666,Imbituba,BR,-28.24,-48.6703,77.09,82,31,5.99,scattered clouds
667,Hobyo,SO,5.3505,48.5268,83.07,72,17,26.31,few clouds
668,Bouca,CF,6.5105,18.2733,92.98,36,67,7.4,broken clouds
669,Vir,HR,44.3031,15.0853,81.36,67,12,1.28,few clouds
670,Gambela,ET,8.25,34.5833,84.33,61,93,11.05,light rain
671,Deogarh,IN,21.5333,84.7333,88.5,57,55,11.68,broken clouds
672,Swan River,CA,52.1058,-101.2676,40.89,70,80,14.97,broken clouds
673,Great Yarmouth,GB,52.6083,1.7305,65.41,81,100,14.07,overcast clouds
674,Kapoeta,SS,4.7717,33.5903,90.54,33,100,13.47,overcast clouds
675,Ust-Maya,RU,60.4167,134.5333,35.53,98,100,9.98,light rain
676,Tongren,CN,27.7172,109.1853,53.92,96,100,2.33,overcast clouds
677,Sisimiut,GL,66.9395,-53.6735,28.67,51,0,6.46,clear sky
678,Inhambane,MZ,-23.865,35.3833,78.78,61,40,6.91,scattered clouds
679,Odessa,UA,46.4775,30.7326,66.83,49,97,13.0,overcast clouds
680,Koubia,GN,11.5833,-11.9,100.62,7,23,12.24,few clouds
681,Chabahar,IR,25.2919,60.643,85.1,68,0,10.49,clear sky
682,Gamba,GA,-2.65,10.0,83.19,75,90,10.18,overcast clouds
683,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,69,16,15.75,few clouds
684,Busembatia,UG,0.7697,33.6131,81.16,59,52,3.4,broken clouds
685,Dayong,CN,25.0209,118.2898,60.62,94,100,2.26,light rain
686,Pimentel,PE,-6.8367,-79.9342,66.49,72,0,16.11,clear sky
687,Altamira,BR,-3.2033,-52.2064,84.29,79,75,6.91,broken clouds
688,Batagay-Alyta,RU,67.8006,130.4114,2.73,95,29,5.75,scattered clouds
689,Alice Springs,AU,-23.7,133.8833,63.95,55,75,0.0,broken clouds
690,Canete,CL,-37.8,-73.4,57.54,42,92,1.77,overcast clouds
691,Notre-Dame-De-Gravenchon,FR,49.4894,0.5719,82.53,56,96,11.86,overcast clouds
692,Bazarnyye Mataki,RU,54.8833,49.9333,53.69,79,100,8.28,light rain
693,Bayir,TR,37.2687,28.2167,72.12,33,6,13.04,clear sky
694,Mindelo,CV,16.8901,-24.9804,81.95,51,75,37.98,broken clouds
695,Athabasca,CA,54.7169,-113.2854,39.61,60,10,3.89,clear sky
696,Minsk,BY,53.9,27.5667,60.55,48,89,14.12,overcast clouds
697,Kieta,PG,-6.2167,155.6333,79.32,83,100,0.74,light rain
698,Staryy Nadym,RU,65.6118,72.6842,50.77,78,53,12.59,broken clouds
